Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_152,153.769,42.9092,2.0,255.0,153.382,44.1898,2.0,255.0,154.5538,43.7018,15.0,255.0,153.6313,43.5869,4.753,255.0,16.6197,18.3609,1899.8221,0.3922,0.063,0.9887,39875.0,199.6873,1.0,62.0,69.0,70.0,2.0,154.0,0
image_179,141.581,43.2643,0.0,255.0,138.4259,42.9926,0.0,255.0,139.1714,40.0456,4.0,255.0,139.4543,42.5676,0.456,255.0,14.9013,20.1395,1812.0015,0.3269,0.0703,0.9891,23788.0,154.2336,1.0,61.0,58.0,51.0,5.0,141.0,0
image_172,132.5059,44.2192,0.0,255.0,127.3362,45.5408,0.0,255.0,127.7464,44.2807,0.0,255.0,128.9287,44.7106,0.57,255.0,15.4036,17.4649,1999.0369,0.2864,0.0655,0.9791,32013.0,178.9218,1.0,65.0,66.0,65.0,10.0,132.0,0
image_169,116.3227,37.7903,6.0,254.0,109.6204,38.0889,0.0,248.0,110.6295,36.0917,5.0,248.0,111.7394,37.7161,2.364,249.794,21.7258,21.7113,1422.504,0.2139,0.0848,0.996,3161.0,56.2228,1.0,51.0,51.0,46.0,15.0,116.0,0
image_168,124.6092,38.7949,0.0,186.0,124.0679,41.1069,0.0,187.0,125.3739,41.2293,0.0,191.0,124.3786,40.3743,0.456,187.157,14.6072,19.8664,1630.0866,0.263,0.0719,0.9961,1768.0,42.0476,1.0,48.0,54.0,57.0,2.0,125.0,0
image_191,167.2709,38.3122,59.0,255.0,165.0437,38.8785,60.0,255.0,163.3814,38.304,67.0,255.0,165.5201,38.6016,61.901,254.772,18.5713,16.8449,1490.0817,0.4442,0.0724,0.9974,8537.0,92.3959,1.0,56.0,56.0,55.0,6.0,167.0,0
image_188,203.0813,41.0279,54.0,255.0,199.2744,42.7165,60.0,255.0,193.4279,42.8293,73.0,255.0,199.7461,42.1468,60.03,254.772,12.8327,17.0029,1776.3508,0.6409,0.052,0.9955,9054.0,95.1525,1.0,70.0,73.0,70.0,13.0,203.0,0
image_185,129.6263,51.9557,1.0,255.0,126.225,51.1744,2.0,255.0,129.8097,47.2723,10.0,255.0,127.6506,50.8137,2.912,255.0,17.1091,20.8812,2582.0285,0.2903,0.054,0.9923,10023.0,100.1149,1.0,83.0,79.0,68.0,6.0,129.0,0
image_183,138.386,42.5718,0.0,255.0,132.4356,42.0881,0.0,255.0,131.3311,39.9348,0.0,255.0,134.0889,41.838,0.0,255.0,17.0909,17.6417,1750.4144,0.3034,0.0696,0.991,16602.0,128.8487,1.0,60.0,60.0,58.0,13.0,138.0,0
image_181,153.8898,55.7857,2.0,255.0,152.5262,53.7622,0.0,255.0,152.8285,49.7395,10.0,255.0,152.9684,53.5833,2.422,255.0,11.452,17.1072,2871.1683,0.404,0.0482,0.9857,42922.0,207.1763,1.0,97.0,88.0,75.0,2.0,153.0,0
image_180,131.2487,43.0434,0.0,255.0,128.7515,42.6708,0.0,255.0,130.0464,39.5196,7.0,255.0,129.6458,42.2158,1.824,254.772,15.4945,18.2222,1782.1698,0.2859,0.0729,0.9875,26479.0,162.7237,1.0,59.0,59.0,57.0,6.0,131.0,0
image_211,150.8358,41.8369,25.0,255.0,139.6003,43.17,11.0,255.0,138.2783,41.1568,14.0,255.0,142.809,42.0194,16.668,255.0,12.6487,18.5945,1765.626,0.3408,0.0782,0.9506,8181.0,90.4489,1.0,52.0,49.0,46.0,20.0,150.0,0
image_206,129.8063,44.307,7.0,255.0,123.7007,44.2509,0.0,255.0,123.8993,41.9636,0.0,255.0,125.5489,43.7797,2.663,255.0,18.1691,19.3742,1916.6642,0.2719,0.0627,0.9847,35759.0,189.1005,1.0,65.0,65.0,63.0,12.0,129.0,0
image_205,122.1309,48.7721,3.0,255.0,119.7498,48.4439,0.0,255.0,123.6917,43.952,0.0,255.0,120.9111,47.9427,1.125,254.413,16.3094,18.9396,2298.507,0.2602,0.0613,0.9955,30895.0,175.7697,1.0,69.0,68.0,61.0,8.0,123.0,0
image_202,136.2362,47.0323,5.0,255.0,134.2178,48.0376,0.0,255.0,137.1913,45.8203,7.0,255.0,135.1603,47.3293,2.592,255.0,14.2965,18.5707,2240.0603,0.3154,0.0606,0.9909,42337.0,205.7596,1.0,70.0,74.0,70.0,6.0,137.0,0
image_201,155.8868,46.5819,1.0,255.0,159.7964,43.9024,15.0,255.0,165.514,40.7919,20.0,255.0,159.2792,43.9921,15.395,254.701,11.9359,16.6223,1935.3084,0.4199,0.0603,0.9726,38172.0,195.3766,1.0,74.0,68.0,61.0,15.0,165.0,0
image_198,159.8376,58.7463,0.0,255.0,159.432,59.8095,0.0,255.0,161.5949,56.5224,5.0,255.0,159.7999,59.0157,1.026,255.0,13.8561,18.3381,3482.8534,0.4463,0.0465,0.9954,28499.0,168.8165,1.0,97.0,100.0,98.0,3.0,161.0,0
image_197,134.0435,45.7737,14.0,255.0,132.9891,46.0895,12.0,255.0,135.9181,44.0375,25.0,255.0,133.6383,45.646,14.08,255.0,14.1571,16.9309,2083.5583,0.3067,0.0735,0.9936,37247.0,192.9948,1.0,55.0,54.0,50.0,6.0,135.0,0
image_226,114.9079,51.3805,0.0,255.0,111.1432,50.5344,0.0,255.0,113.7601,46.0601,0.0,255.0,112.5672,50.0917,0.456,254.772,14.736,18.0171,2509.1806,0.2335,0.0694,0.9899,31422.0,177.2625,1.0,67.0,62.0,53.0,7.0,114.0,0
image_225,127.2366,49.697,0.0,255.0,127.3379,50.5653,0.0,255.0,132.6268,47.1731,0.0,255.0,127.9105,49.6466,1.824,255.0,14.5861,16.8206,2464.7877,0.2895,0.0625,0.9825,46445.0,215.511,1.0,74.0,72.0,69.0,10.0,132.0,0
image_224,120.9724,44.7509,0.0,255.0,120.7882,45.0762,0.0,255.0,124.921,42.0282,0.0,255.0,121.3144,44.4877,0.299,255.0,15.4597,18.1548,1979.1531,0.2568,0.0664,0.9909,30816.0,175.5449,1.0,64.0,64.0,60.0,8.0,124.0,0
image_216,138.3648,41.4635,11.0,255.0,134.1793,40.9272,0.0,255.0,135.317,38.1581,6.0,255.0,135.5605,40.6474,4.999,255.0,16.9097,18.093,1652.2141,0.308,0.0748,0.9916,35600.0,188.6796,1.0,56.0,54.0,50.0,7.0,138.0,0
image_215,167.1436,51.1731,0.0,255.0,168.1024,50.7275,0.0,255.0,169.7623,47.3539,4.0,255.0,168.005,50.3249,1.938,255.0,12.8419,18.2005,2532.5986,0.473,0.0514,0.9907,27176.0,164.8514,1.0,81.0,81.0,76.0,3.0,169.0,0
image_212,138.5734,43.524,13.0,255.0,139.8495,42.5494,21.0,255.0,141.7308,40.6357,32.0,255.0,139.6824,42.4262,19.862,255.0,17.1268,18.2171,1799.9817,0.3277,0.0721,0.991,9574.0,97.8468,1.0,60.0,58.0,58.0,5.0,141.0,0
image_243,133.0766,49.371,0.0,255.0,132.2437,49.8865,0.0,255.0,133.512,48.8436,0.0,255.0,132.6373,49.3952,1.794,255.0,17.2766,19.6795,2439.8892,0.3081,0.0594,0.9871,37498.0,193.644,1.0,68.0,72.75,73.0,2.0,133.0,0
image_239,136.7581,57.7344,0.0,255.0,134.5559,57.3773,0.0,255.0,136.7684,52.0075,9.0,255.0,135.4666,56.7536,2.052,255.0,13.2051,17.0915,3220.9693,0.3318,0.0508,0.995,29660.0,172.2208,1.0,96.0,95.0,86.0,4.0,136.0,0
image_237,172.1241,37.5984,48.0,255.0,174.422,36.615,33.0,255.0,172.6374,36.4463,30.0,255.0,173.5315,36.6439,37.827,254.772,16.6374,17.3465,1342.7784,0.4838,0.0755,0.983,13357.0,115.5725,1.0,56.0,53.0,52.0,3.0,174.0,0
image_235,154.4031,21.0813,71.0,255.0,150.298,20.1045,67.0,254.0,148.2505,19.6142,61.0,255.0,151.292,20.278,67.811,253.826,8.1116,12.6189,411.1979,0.3583,0.1694,0.9915,11052.0,105.1285,1.0,17.0,17.0,17.0,10.0,154.0,0
image_234,162.2999,28.069,77.0,244.0,155.9199,27.8086,68.0,237.0,151.0909,27.5111,63.0,231.0,157.277,27.8073,70.121,238.409,12.1819,13.2047,773.245,0.3923,0.1049,0.9958,2948.0,54.2955,1.0,35.0,34.0,33.0,17.0,162.0,0
image_233,176.1717,44.8927,22.0,255.0,179.3181,44.7904,7.0,255.0,179.273,43.149,5.0,255.0,178.3722,44.4809,12.154,255.0,13.9218,16.5187,1978.5509,0.5197,0.0624,0.9916,33288.0,182.45,1.0,71.0,71.0,67.0,4.0,179.0,0
image_259,196.4792,53.9001,18.0,255.0,194.8492,54.8202,7.0,255.0,194.0066,51.4463,15.0,255.0,195.2405,54.0659,11.201,255.0,15.3118,23.531,2923.1172,0.6312,0.0553,0.9948,2592.0,50.9117,1.0,57.0,58.0,52.0,3.0,196.0,0
image_258,189.824,31.9137,53.0,255.0,189.0507,32.6213,45.0,255.0,188.2401,33.014,43.0,255.0,189.1895,32.2608,47.164,255.0,15.2013,17.1863,1040.756,0.5665,0.0768,0.9838,7375.0,85.8778,1.0,51.0,52.0,53.0,1.0,189.0,0
image_256,142.0163,46.5878,0.0,255.0,140.2093,46.963,0.0,255.0,141.5905,44.5613,1.0,255.0,140.9071,46.3953,1.596,255.0,16.6025,19.0374,2152.5217,0.3384,0.0646,0.9888,37178.0,192.816,1.0,67.0,67.0,62.0,4.0,142.0,0
image_250,121.236,48.2802,0.0,255.0,121.8143,48.4,0.0,255.0,126.5202,45.0836,1.0,255.0,122.1779,47.771,0.456,255.0,14.9576,19.1715,2282.0702,0.2647,0.0624,0.9871,32573.0,180.4799,1.0,68.0,69.0,64.0,10.0,126.0,0
image_249,142.3947,53.6189,0.0,255.0,140.4412,53.8073,0.0,255.0,141.3278,49.2638,5.0,255.0,141.1264,53.1177,1.026,255.0,18.0057,20.5411,2821.4909,0.3497,0.0531,0.9943,32460.0,180.1666,1.0,86.0,84.0,75.0,4.0,142.0,0
image_248,141.3061,54.0082,0.0,255.0,140.1613,54.6508,0.0,255.0,142.8578,51.303,5.0,255.0,140.811,53.8828,1.482,255.0,15.5044,19.4619,2903.3519,0.3496,0.0502,0.9898,30981.0,176.0142,1.0,91.0,92.0,86.0,4.0,142.0,0
image_274,137.4931,46.732,0.0,255.0,134.5146,46.0998,0.0,255.0,135.7374,42.5122,0.0,255.0,135.5446,45.6261,0.0,255.0,18.2234,20.0014,2081.738,0.3146,0.0646,0.9845,34486.0,185.7041,1.0,68.0,66.0,60.0,6.0,137.0,0
image_272,118.0818,45.1185,0.0,255.0,115.5902,45.1345,0.0,255.0,119.9056,42.2605,0.0,255.0,116.8271,44.5841,0.456,254.544,17.5771,18.762,1987.7451,0.2405,0.0611,0.9839,41540.0,203.8136,1.0,67.0,67.0,62.0,9.0,119.0,0
image_270,153.4753,48.8881,0.0,255.0,153.0195,48.7067,0.0,255.0,155.3353,45.496,11.0,255.0,153.4198,48.2095,1.553,255.0,14.713,19.2819,2324.1556,0.3977,0.0629,0.989,44155.0,210.1309,1.0,74.0,72.0,67.0,3.0,155.0,0
image_269,149.2346,46.5128,0.0,255.0,150.7982,49.0927,0.0,255.0,154.8053,48.2022,1.0,255.0,150.7875,47.9296,1.467,255.0,14.5195,17.2892,2297.2473,0.385,0.0626,0.9818,40125.0,200.3123,1.0,63.0,66.0,66.0,8.0,154.0,0
image_268,137.813,50.5996,0.0,255.0,136.2937,51.1646,0.0,255.0,138.7547,48.6278,0.0,255.0,137.0285,50.3782,0.299,255.0,15.9288,19.4581,2537.9627,0.3278,0.0588,0.9834,40210.0,200.5243,1.0,74.0,74.0,69.0,4.0,138.0,0
image_267,124.0853,51.4286,0.0,255.0,120.2567,51.4939,0.0,255.0,119.5924,47.8916,0.0,255.0,121.3257,50.7068,1.097,255.0,16.7053,18.9778,2571.1784,0.2659,0.0637,0.9876,41992.0,204.9195,1.0,71.0,68.0,65.0,10.0,124.0,0
image_263,140.5616,44.0774,0.0,255.0,134.3031,41.1547,2.0,255.0,134.3621,38.0224,5.0,255.0,136.1811,41.4234,1.744,255.0,16.3645,17.7967,1715.9017,0.3116,0.0733,0.9808,41972.0,204.8707,1.0,58.0,55.0,53.0,11.0,140.0,0
image_262,159.4352,39.4055,34.0,255.0,156.5776,40.2301,29.0,255.0,154.7354,39.652,35.0,255.0,157.222,39.85,31.179,255.0,16.5149,17.7161,1588.0252,0.4046,0.0774,0.9959,8383.0,91.5587,1.0,48.0,48.0,46.0,8.0,159.0,0
image_261,178.2378,38.5356,0.0,255.0,173.2236,36.149,0.0,255.0,170.418,34.8584,0.0,255.0,174.403,36.43,0.228,255.0,11.106,15.9802,1327.1473,0.4882,0.0935,0.9743,8493.0,92.1575,1.0,40.0,39.0,38.0,11.0,178.0,0
image_292,121.8031,48.3331,0.0,255.0,119.0092,48.5016,0.0,255.0,122.042,45.2848,0.0,255.0,120.1903,47.8672,0.57,254.701,16.1124,18.0098,2291.2679,0.2574,0.0621,0.9887,44582.0,211.1445,1.0,67.0,66.0,64.0,6.0,122.0,0
image_291,142.6761,43.7944,0.0,255.0,143.0621,44.194,0.0,255.0,145.6973,42.7193,2.0,255.0,143.2471,43.6783,1.097,255.0,14.9093,17.9761,1907.7933,0.3449,0.0696,0.987,34025.0,184.4587,1.0,62.0,62.0,60.0,5.0,145.0,0
image_289,147.7662,37.2774,0.0,255.0,147.3082,39.0369,1.0,255.0,148.7998,39.7013,16.0,255.0,147.6152,38.3196,2.411,254.413,17.9392,18.2301,1468.3897,0.3577,0.074,0.98,20964.0,144.7895,1.0,51.25,56.0,59.0,2.0,148.0,0
image_286,129.9461,37.5796,28.0,243.0,127.404,37.6067,26.0,240.0,128.449,34.9057,30.0,247.0,128.2832,37.2388,27.852,241.695,14.266,13.5642,1386.7256,0.2744,0.0733,0.9966,6809.0,82.5167,1.0,53.0,55.0,50.0,4.0,129.0,0
image_285,147.1013,36.9057,0.0,255.0,146.3086,36.2308,0.0,255.0,147.0475,34.639,11.0,255.0,146.6299,36.1288,1.254,255.0,10.6081,14.7621,1305.2919,0.3507,0.0841,0.9914,29732.0,172.4297,1.0,46.0,45.0,42.0,2.0,147.0,0
image_283,213.9794,45.3137,30.0,255.0,213.6299,44.3955,33.0,255.0,210.9101,42.1605,41.0,255.0,213.4244,44.2563,33.129,255.0,8.2354,15.7007,1958.6174,0.7306,0.0484,0.9921,21402.0,146.2942,1.0,62.0,64.0,62.0,4.0,213.0,0
image_282,181.045,43.8505,28.0,255.0,182.7974,43.1432,27.0,255.0,184.3476,41.0007,34.0,255.0,182.4502,42.9401,28.912,255.0,17.2759,18.9835,1843.853,0.5403,0.0659,0.9909,20287.0,142.4324,1.0,64.0,62.0,61.0,4.0,184.0,0
image_278,120.1969,47.6871,0.0,255.0,119.6405,47.8795,0.0,255.0,124.0637,43.7567,6.0,255.0,120.3111,47.1926,2.166,255.0,14.5564,17.6423,2227.146,0.2569,0.0609,0.9921,32393.0,179.9806,1.0,72.0,72.0,64.0,10.0,124.0,0
image_277,138.1795,55.8399,0.0,255.0,134.3398,55.8574,0.0,255.0,135.4865,54.1495,0.0,255.0,135.6186,54.9018,0.0,255.0,13.8944,18.8644,3014.2059,0.3292,0.0499,0.9635,36939.0,192.1952,1.0,79.0,87.0,93.0,7.0,138.0,0
image_309,151.2165,51.8269,18.0,255.0,140.5811,52.8106,26.0,255.0,142.1151,49.6216,20.0,255.0,143.936,50.8485,24.098,255.0,12.0453,15.359,2585.5737,0.3584,0.0597,0.8918,41308.0,203.2437,1.0,81.0,73.0,68.0,19.0,151.0,0
image_308,181.8448,56.5518,0.0,255.0,175.9528,58.7799,0.0,255.0,172.2552,58.2292,11.0,255.0,177.293,57.6071,1.553,255.0,11.1413,18.2659,3318.5751,0.5344,0.0502,0.9715,26399.0,162.4777,1.0,97.0,101.0,103.0,13.0,181.0,0
image_307,155.6585,47.9032,4.0,255.0,152.5794,48.053,0.0,255.0,153.0288,44.857,10.0,255.0,153.5513,47.4226,4.13,255.0,15.5103,18.6596,2248.9022,0.3972,0.0609,0.9864,23196.0,152.3023,1.0,72.0,72.0,64.0,5.0,155.0,0
image_302,128.3829,47.8944,0.0,255.0,126.9003,47.8381,0.0,255.0,130.4027,43.8784,4.0,255.0,127.7429,47.159,0.57,254.701,14.7384,18.7585,2223.9749,0.2852,0.0614,0.9846,40053.0,200.1325,1.0,70.0,70.0,67.0,8.0,130.0,0
image_301,126.7121,46.763,3.0,255.0,123.3591,45.0488,0.0,255.0,126.3237,41.1513,8.0,255.0,124.6996,44.7614,2.265,255.0,14.7881,18.376,2003.5811,0.27,0.0617,0.9741,38500.0,196.2142,1.0,67.0,67.0,61.0,6.0,126.0,0
image_295,128.7619,55.4111,0.0,255.0,127.7041,56.1325,0.0,255.0,131.7979,52.3534,0.0,255.0,128.4871,55.3128,0.798,254.701,15.1043,19.1522,3059.5098,0.3009,0.0477,0.9916,35624.0,188.7432,1.0,91.0,91.0,82.0,8.0,131.0,0
image_325,127.6918,49.874,0.0,255.0,125.4074,49.4096,0.0,255.0,127.9687,46.0654,0.0,255.0,126.3824,48.9698,0.0,255.0,18.2968,20.9777,2398.0431,0.2825,0.0545,0.9898,16964.0,130.2459,1.0,78.0,78.0,72.0,4.0,127.0,0
image_323,151.5032,44.4422,0.0,255.0,152.8848,43.734,0.0,255.0,155.7363,41.4573,3.0,255.0,152.7968,43.441,0.798,255.0,12.2866,16.1265,1887.1225,0.3881,0.0665,0.9857,36297.0,190.5177,1.0,65.0,60.0,54.0,7.0,155.0,0
image_322,134.8188,49.6789,0.0,255.0,134.5541,48.7654,0.0,255.0,138.5727,45.309,0.0,255.0,135.0914,48.3392,1.196,255.0,15.1742,18.1181,2336.6776,0.3166,0.0592,0.9824,42352.0,205.796,1.0,77.0,74.0,67.0,7.0,138.0,0
image_321,122.7107,49.3564,0.0,255.0,120.8944,49.3542,0.0,255.0,124.6234,44.6242,0.0,255.0,121.8626,48.6823,0.798,255.0,17.1403,19.6213,2369.966,0.2648,0.0592,0.9928,38847.0,197.0964,1.0,73.0,73.0,66.0,8.0,124.0,0
image_319,131.4774,45.3436,0.0,255.0,128.8183,44.8114,0.0,255.0,129.9079,42.2584,0.0,255.0,129.7376,44.5552,0.57,255.0,16.6951,18.499,1985.1615,0.2894,0.0736,0.9932,39620.0,199.0477,1.0,58.0,57.0,53.0,6.0,131.0,0
image_314,155.5409,45.8208,7.0,255.0,150.3656,44.0425,0.0,253.0,146.2364,39.682,4.0,251.0,151.4423,43.8457,2.549,252.572,13.1285,16.2006,1922.4442,0.3823,0.0625,0.9863,21309.0,145.976,1.0,73.0,67.0,59.0,15.0,155.0,0
image_313,246.8585,13.7818,164.0,255.0,250.096,10.5457,169.0,255.0,250.7456,10.7369,163.0,255.0,249.2021,11.3201,166.821,255.0,1.2093,3.3603,128.1451,0.957,0.1638,0.9484,5259.0,72.519,1.0,13.0,4.0,2.0,4.0,250.0,0
image_310,164.3421,48.4556,0.0,255.0,163.1185,47.9322,0.0,255.0,160.6839,45.6586,0.0,255.0,163.2068,47.7568,0.0,255.0,12.9004,19.2839,2280.7075,0.4447,0.0664,0.9966,27155.0,164.7877,1.0,68.0,67.0,63.0,6.0,164.0,0
image_342,231.7179,4.0138,220.0,245.0,240.8256,4.0345,227.0,253.0,244.2462,4.0826,233.0,255.0,238.4924,3.9641,225.591,250.836,4.0222,3.5766,15.7138,0.875,0.3479,0.9457,195.0,13.9642,1.0,5.0,4.5,5.0,14.0,244.0,0
image_340,130.2352,47.5548,1.0,252.0,131.3559,48.1732,0.0,255.0,136.974,48.9451,0.0,255.0,131.6613,47.7604,0.299,254.103,17.4002,23.636,2281.0533,0.3017,0.0639,0.984,10020.0,100.1,1.0,63.0,63.0,65.0,11.0,136.0,0
image_338,175.6825,58.6058,58.0,255.0,170.5952,64.3075,56.0,255.0,170.6661,61.2045,51.0,255.0,172.1244,61.8394,56.327,255.0,13.5848,19.9671,3824.1161,0.5144,0.0332,0.9687,1833.0,42.8135,1.0,115.0,129.0,122.0,7.0,175.0,0
image_336,133.6344,45.0541,0.0,255.0,134.929,44.9959,0.0,255.0,139.0926,42.3416,9.0,255.0,135.0166,44.5781,1.026,255.0,16.0526,18.6226,1987.2102,0.3109,0.07,0.9907,24756.0,157.3404,1.0,62.0,60.0,56.0,11.0,139.0,0
image_335,183.8624,50.4594,6.0,255.0,185.9689,50.6964,3.0,255.0,188.2403,47.9742,19.0,255.0,185.598,50.1061,7.431,255.0,12.5813,18.3408,2510.618,0.5684,0.0561,0.989,11080.0,105.2616,1.0,73.0,73.0,69.0,7.0,188.0,0
image_334,166.5034,39.8501,50.0,255.0,162.8821,38.6164,45.0,255.0,161.2489,36.3156,52.0,255.0,163.7787,38.6554,47.293,254.772,19.7476,18.4071,1494.2419,0.4355,0.0754,0.9961,2612.0,51.1077,1.0,55.0,55.0,52.0,8.0,166.0,0
image_333,134.8886,46.0723,0.0,255.0,135.2655,45.1389,0.0,255.0,139.2763,41.548,4.0,255.0,135.61,44.8393,0.57,255.0,17.8462,20.1798,2010.5656,0.3137,0.0681,0.989,25194.0,158.7262,1.0,64.0,62.0,57.0,9.0,139.0,0
image_331,153.2973,52.1567,0.0,255.0,153.9009,52.1966,0.0,255.0,156.5048,48.9126,6.0,255.0,154.0173,51.5848,1.596,255.0,13.2522,18.5447,2660.9921,0.4057,0.0582,0.9889,31932.0,178.6953,1.0,80.0,77.0,70.0,5.0,156.0,0
image_330,137.9449,60.5333,0.0,255.0,134.5425,58.2853,0.0,255.0,137.1462,51.0056,8.0,255.0,135.8567,57.7071,1.553,255.0,14.3932,19.0698,3330.1052,0.3351,0.0469,0.9751,30415.0,174.399,1.0,100.0,99.0,87.0,6.0,137.0,0
image_329,123.7234,57.0199,0.0,255.0,120.9514,56.1959,0.0,255.0,123.397,49.6759,0.0,255.0,122.059,55.4832,1.026,254.701,14.1222,18.3196,3078.3811,0.2765,0.046,0.9918,36417.0,190.8324,1.0,91.0,88.0,78.0,6.0,123.0,0
image_353,121.2931,49.5142,0.0,255.0,118.3292,51.2088,0.0,255.0,120.7229,49.3827,0.0,255.0,119.4883,50.2655,0.755,255.0,15.3483,19.0263,2526.6161,0.2584,0.0644,0.9888,34378.0,185.4131,1.0,68.0,69.0,68.0,6.0,121.0,0
image_352,118.8484,50.7845,0.0,255.0,117.0529,49.0484,0.0,255.0,120.3655,42.8021,10.0,255.0,117.9674,48.6603,1.824,255.0,12.4887,16.429,2367.8218,0.2504,0.0574,0.9914,41457.0,203.6099,1.0,80.0,77.0,67.0,6.0,120.0,0
image_351,129.3097,48.4908,0.0,255.0,130.1922,48.5829,0.0,255.0,134.9513,44.4606,4.0,255.0,130.4709,47.9183,1.325,255.0,16.8159,20.1679,2296.1675,0.2971,0.064,0.9902,41559.0,203.8602,1.0,69.0,68.0,62.0,10.0,134.0,0
image_350,131.0918,47.5141,0.0,255.0,129.6713,47.9926,0.0,255.0,130.6571,48.1901,0.0,255.0,130.2084,47.4252,0.0,255.0,16.7989,18.1846,2249.1527,0.2953,0.0648,0.9743,36924.0,192.1562,1.0,66.0,66.0,69.0,4.0,131.0,0
image_349,129.0882,50.9099,6.0,255.0,122.025,46.6336,0.0,255.0,123.6868,43.2547,0.0,255.0,124.3263,47.0567,3.082,255.0,18.1278,20.0537,2214.3309,0.2718,0.0643,0.9583,22341.0,149.4691,1.0,70.0,64.0,60.0,14.0,129.0,0
image_347,141.1968,44.4389,8.0,255.0,136.4767,43.9763,8.0,255.0,136.898,40.9641,11.0,255.0,137.9361,43.6558,9.368,254.701,18.4298,19.0125,1905.8301,0.3219,0.065,0.9933,20928.0,144.6651,1.0,69.0,66.0,61.0,9.0,141.0,0
image_346,171.2226,50.141,0.0,255.0,167.8897,50.2445,0.0,255.0,166.9479,47.2306,4.0,255.0,168.7789,49.8149,0.456,255.0,20.6729,20.4118,2481.5222,0.4762,0.0541,0.997,10163.0,100.8117,1.0,77.0,78.0,74.0,7.0,171.0,0
image_344,165.9196,28.2764,40.0,232.0,164.468,29.1764,34.0,231.0,161.5287,27.2792,38.0,227.0,164.567,28.64,37.162,230.843,8.5575,9.8798,820.2518,0.4291,0.1356,0.9971,2750.0,52.4404,1.0,19.0,20.0,20.0,6.0,165.0,0
image_343,222.4418,25.8686,53.0,249.0,230.6388,28.651,50.0,255.0,232.6423,29.2655,45.0,255.0,228.4163,27.8535,50.327,253.206,6.6529,11.6639,775.8163,0.8143,0.0757,0.9963,3671.0,60.5888,1.0,7.0,7.0,8.0,11.0,232.0,0
image_374,131.7948,52.1247,1.0,246.0,130.4621,50.0742,0.0,249.0,106.0356,62.9683,0.0,250.0,128.076,51.6148,1.097,247.918,21.072,24.195,2664.0849,0.2932,0.0702,0.9607,2441.0,49.4065,1.0,66.0,54.0,71.0,49.0,131.0,0
image_373,124.1444,26.562,41.0,248.0,117.0712,24.3643,38.0,242.0,108.502,25.552,16.0,242.0,118.2092,24.6415,39.923,243.794,14.8321,13.3421,607.2015,0.2242,0.0928,0.9848,2556.0,50.5569,1.0,42.0,37.0,35.0,33.0,124.0,0
image_372,234.8598,20.2823,130.0,255.0,238.4969,17.5563,147.0,255.0,241.5979,15.4841,163.0,255.0,237.7629,17.9629,143.741,255.0,9.1596,11.7591,322.6643,0.8743,0.1441,0.9794,485.0,22.0227,1.0,23.0,20.0,17.0,7.0,241.0,0
image_371,204.3262,44.2786,25.0,255.0,205.9553,46.0381,39.0,255.0,206.5071,47.0294,13.0,255.0,205.5311,45.4857,41.876,255.0,15.9123,18.5905,2068.9518,0.6815,0.0523,0.9888,7153.0,84.5754,1.0,56.0,62.0,63.0,2.0,206.0,0
image_364,165.5486,41.0048,69.0,255.0,161.8898,40.7838,69.0,250.0,159.93,39.1988,80.0,247.0,162.7603,40.6141,71.08,251.153,20.259,19.5499,1649.5013,0.4328,0.059,0.9963,1987.0,44.5758,1.0,68.0,67.0,65.0,9.0,165.0,0
image_363,158.1212,52.0842,13.0,255.0,160.9758,53.216,9.0,255.0,163.7066,53.2343,6.0,255.0,160.4336,52.6583,9.854,255.0,15.1484,18.8664,2772.8971,0.4385,0.0521,0.9888,33376.0,182.691,1.0,77.0,84.0,86.0,8.0,163.0,0
image_360,134.1467,56.3671,0.0,255.0,127.4205,55.4273,0.0,255.0,130.9695,51.1987,0.0,255.0,129.8362,54.3173,2.392,254.701,16.6513,20.0709,2950.3734,0.3046,0.0558,0.9322,25767.0,160.521,1.0,86.0,79.0,72.0,13.0,134.0,0
image_394,173.3956,58.6663,0.0,255.0,172.1515,60.7357,0.0,255.0,174.2904,60.4655,0.0,255.0,172.7673,59.8787,0.0,255.0,13.0523,20.2101,3585.4645,0.5142,0.0508,0.9893,14437.0,120.1541,1.0,82.0,91.0,97.0,3.0,174.0,0
image_393,128.8856,41.3873,48.0,255.0,119.7254,41.0508,47.0,255.0,120.0458,39.5839,52.0,255.0,122.5008,40.8622,47.869,255.0,17.4319,29.1523,1669.7178,0.2565,0.0879,0.9908,2753.0,52.469,1.0,51.0,42.0,34.0,18.0,128.0,0
image_391,150.7862,39.0878,50.0,255.0,150.1633,44.6277,32.0,254.0,154.8107,43.7151,43.0,255.0,150.8794,42.4334,44.616,253.957,14.0861,17.1966,1800.5909,0.3778,0.0705,0.9567,5113.0,71.5052,1.0,58.0,63.0,64.0,7.0,154.0,0
